name,exth,modelg_r,extj,extk,e_uhmag,exti,ukmag,extg,2kmag,nuvmag,extz,dedeg,e_zmag,e_ukmag,e_uymag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,uymag,rmag,modelg_i,modelg_j,dgr,2hmag,imag,b_a,extnuv,r90,e_2hmag,e_imag,modelu_j,modelu_k,modelu_i,modelu_r,logmstar,e_uvm2mag,grpcz,uvm2mag,e_rmag,absrmag,modelg_k,zmag,extuvm2,exty,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,uhmag,umag,fl_insample,ef21corr_rand,f21corr,f21,limflagmhi,confused,deconf_mode,ef21corr_sys,hitelescope,rms_hi,e_f21,dens_corr_b,f_s16sample_s,dens_corr_s,groupmass_b,groupid_b,dist_b,dens_b,f_dist_s,dist_s,f_s16sample_b,groupid_s,groupmass_s,dens_s,f_dist_b
rf0142,0.017,0.601,0.027,0.011,-99.0,0.063,-99.0,0.115,14.417,21.298,0.045,-0.3416,0.061,-99.0,0.413,0.156,18.3106,0.083,0.857,14.788,7.1,17.545,16.156,16.891,0.867,2.08,0.052,-99.0,16.594,0.84,0.278,17.8,-99.0,0.03,3.398,4.184,2.185,1.919,8.87,-99.0,5402.83,-99.0,0.071,-17.548,2.866,16.268,0.285,0.036,0.061,5201.5,0.627,0.243,0.03,-99.0,18.746,1,0.0,0.0,0.05,1,0,0,0.0,AO,0.48,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0143,0.017,0.344,0.026,0.011,0.188,0.06,14.585,0.109,-99.0,19.226,0.042,0.2205,0.029,0.489,0.207,0.148,18.3535,0.079,-99.0,15.503,2.29,17.433,15.856,17.016,0.548,1.752,-0.083,-99.0,16.804,0.91,0.263,4.7,-99.0,0.024,2.71,3.557,1.505,1.301,8.61,-99.0,5778.5,-99.0,0.034,-17.647,2.6,16.633,0.27,0.034,0.046,5778.5,0.131,0.256,0.023,15.086,18.435,1,0.0,0.0,0.03,1,0,0,0.0,AO,0.37,0.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0144,0.017,0.719,0.027,0.011,-99.0,0.062,-99.0,0.112,10.859,18.011,0.044,-0.1026,0.024,-99.0,0.027,0.152,18.4244,0.081,0.059,11.753,11.63,14.446,12.297,13.662,1.067,2.483,-0.067,10.996,13.256,0.48,0.271,32.16,0.111,0.025,3.999,4.934,2.583,2.236,10.53,-99.0,5264.1,-99.0,0.021,-20.8,3.418,12.961,0.278,0.035,0.057,5264.1,0.02,0.028,0.021,-99.0,16.02,1,0.0,0.0,0.63,1,0,0,0.0,GBT,3.55,0.0,12.79,1,13.65,11.92,20058.0,0.53,12.79,0,0.46,1,10054.0,11.99,13.65,0
rf0145,0.016,0.575,0.026,0.01,-99.0,0.059,-99.0,0.108,12.975,18.957,0.042,-0.2838,0.022,-99.0,0.076,0.147,18.5555,0.078,0.283,13.619,10.04,15.941,14.183,15.312,0.862,2.103,-0.02,13.006,14.989,0.5,0.261,25.03,0.32,0.021,3.4,4.241,2.16,1.873,9.69,-99.0,5493.9,-99.0,0.023,-19.24,2.944,14.739,0.268,0.034,0.065,5493.9,0.03,0.121,0.021,-99.0,17.269,1,0.0,0.0,0.43,0,0,0,0.0,GBT,0.74,0.03,12.39,1,12.5,11.28,20060.0,0.64,12.39,0,0.54,1,10055.0,11.42,12.5,0
rf0146,0.017,0.357,0.027,0.011,0.24,0.062,15.677,0.113,-99.0,19.667,0.044,-0.0671,0.097,0.581,0.434,0.154,18.6318,0.082,-99.0,15.636,9.74,17.328,16.415,16.845,0.536,1.606,-0.053,-99.0,16.609,0.87,0.274,39.56,-99.0,0.031,2.722,3.453,1.652,1.473,8.61,-99.0,5373.6,-99.0,0.118,-17.612,2.337,16.217,0.282,0.036,0.065,5247.6,0.052,0.501,0.022,15.517,18.2,1,0.0,0.0,0.29,0,0,0,0.0,GBT,1.05,0.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0147,0.019,0.48,0.03,0.012,-99.0,0.069,-99.0,0.125,11.296,16.908,0.049,1.1817,0.021,-99.0,0.105,0.17,18.6558,0.091,0.2,12.327,14.65,14.503,12.861,13.958,0.742,2.018,-0.05,11.572,13.662,0.94,0.303,25.78,0.479,0.023,3.182,4.067,1.906,1.644,9.91,-99.0,4738.2,-99.0,0.02,-20.286,2.903,13.447,0.311,0.04,0.053,4738.4,0.015,0.223,0.02,-99.0,15.702,1,0.0,0.0,1.29,0,0,0,0.0,S05-AO,2.23,0.2,11.34,1,10.78,11.77,20061.0,13.45,11.07,1,12.73,1,10056.0,11.77,10.45,1
rf0148,0.034,0.717,0.053,0.022,0.16,0.123,9.779,0.223,9.714,18.707,0.087,-1.0204,0.088,0.102,-99.0,0.303,18.6611,0.162,0.05,10.693,17.86,13.212,-99.0,12.482,1.049,2.347,-0.253,10.01,12.025,0.61,0.539,74.75,0.046,0.022,3.825,4.719,2.527,2.195,10.97,-99.0,5782.7,-99.0,0.022,-22.265,3.242,11.797,0.553,0.071,0.094,5782.7,0.802,0.041,0.049,9.874,14.717,1,0.0,0.0,1.0,1,0,0,0.0,GBT,4.8,0.0,12.41,1,12.24,12.62,20062.0,0.0,12.24,0,0.0,1,10057.0,12.69,12.04,0
rf0149,0.018,0.723,0.027,0.011,0.089,0.063,12.028,0.115,11.85,20.121,0.045,-0.001,0.023,0.045,0.06,0.157,18.6929,0.084,0.039,12.819,6.22,15.357,13.287,14.626,1.058,2.366,-0.004,12.087,14.25,0.77,0.279,15.8,0.093,0.024,3.856,4.77,2.548,2.213,10.03,-99.0,5373.6,-99.0,0.021,-19.934,3.279,13.976,0.286,0.037,0.079,5499.6,0.033,0.141,0.02,11.98,17.004,1,0.0,0.0,0.19,1,0,0,0.0,GBT,1.42,0.0,12.39,1,12.5,11.47,20063.0,1.01,12.39,0,0.86,1,10058.0,11.6,12.5,0
rf0150,0.022,0.609,0.034,0.014,-99.0,0.079,-99.0,0.144,11.096,17.787,0.056,1.1213,0.021,-99.0,0.012,0.195,18.6971,0.104,0.025,12.209,10.83,14.873,12.802,14.184,0.948,2.451,-0.086,11.45,13.813,0.31,0.347,26.47,0.059,0.021,3.756,4.804,2.254,1.915,10.01,-99.0,4738.2,-99.0,0.02,-20.073,3.498,13.495,0.357,0.046,0.026,4738.0,0.036,0.054,0.02,-99.0,16.195,1,0.0,0.0,3.39,0,0,0,0.0,ALFALFA,2.8,0.12,11.34,1,10.78,11.77,20061.0,13.45,11.07,1,12.73,1,10056.0,11.77,10.45,1
rf0151,0.035,0.46,0.054,0.022,0.318,0.126,14.914,0.228,14.328,20.415,0.089,-1.1502,0.049,0.525,0.354,0.31,18.797,0.166,0.164,15.661,7.81,17.602,16.102,17.055,0.7,1.908,-0.026,14.738,16.71,0.59,0.552,18.73,0.187,0.057,3.124,3.962,1.915,1.675,8.87,-99.0,5806.85,-99.0,0.07,-17.695,2.747,16.447,0.567,0.072,0.049,5780.8,0.103,0.301,0.055,14.718,18.8,1,0.0,0.0,0.28,0,0,0,0.0,AO,0.64,0.03,0.0,1,12.24,0.0,0.0,0.0,0.0,0,0.0,0,10057.0,12.69,12.04,0
rf0152,0.031,0.444,0.049,0.02,0.357,0.113,15.07,0.205,-99.0,19.92,0.08,-1.1,0.069,0.571,0.31,0.279,18.8172,0.149,-99.0,15.34,10.14,17.245,15.87,16.72,0.664,1.802,-0.05,-99.0,16.399,0.33,0.496,22.04,-99.0,0.033,2.973,3.739,1.836,1.616,8.97,-99.0,5806.85,-99.0,0.025,-18.033,2.567,16.199,0.51,0.065,0.064,5832.9,0.072,0.19,0.023,14.729,18.415,1,0.0,0.0,0.38,0,0,0,0.0,AO,0.43,0.02,0.0,1,12.24,0.0,0.0,0.0,0.0,0,0.0,0,10057.0,12.69,12.04,0
rf0153,0.016,0.698,0.026,0.01,0.085,0.059,13.729,0.107,13.983,21.574,0.042,-0.1584,0.026,0.177,0.086,0.146,18.8426,0.078,0.178,14.709,2.22,17.068,15.056,16.338,1.021,2.254,-0.019,13.72,15.984,0.95,0.259,6.87,0.201,0.022,3.676,4.478,2.442,2.119,9.39,-99.0,5314.6,-99.0,0.021,-18.142,3.057,15.73,0.266,0.034,0.056,5314.6,0.127,0.078,0.021,14.04,18.637,1,0.0,0.0,0.04,1,0,0,0.0,AO,0.54,0.0,12.17,1,12.27,11.08,20064.0,1.1,12.17,0,0.93,1,10059.0,11.29,12.27,0
rf0154,0.023,0.463,0.036,0.015,0.18,0.082,14.232,0.15,14.156,20.04,0.059,-0.9528,0.044,0.347,0.139,0.204,18.9039,0.109,0.236,15.435,2.8,17.277,15.704,16.722,0.696,1.871,0.085,14.335,16.451,0.89,0.363,7.93,0.375,0.026,3.089,3.893,1.914,1.681,8.93,-99.0,5652.3,-99.0,0.042,-17.922,2.675,16.268,0.372,0.047,0.09,5652.3,0.057,0.174,0.023,14.759,18.457,1,0.0,0.0,0.22,0,0,0,0.0,GBT,0.62,0.02,0.0,1,12.24,0.0,0.0,0.0,0.0,0,0.0,0,10057.0,12.69,12.04,0
rf0155,0.02,0.29,0.032,0.013,0.248,0.073,14.73,0.133,-99.0,18.6,0.052,1.2023,0.088,0.747,0.247,0.18,19.1499,0.096,-99.0,14.926,11.8,16.575,15.562,16.198,0.452,1.522,-0.085,14.68,15.94,0.76,0.32,28.18,0.319,0.022,2.578,3.339,1.508,1.347,8.83,-99.0,5188.9,-99.0,0.038,-18.248,2.283,15.695,0.329,0.042,0.105,5188.9,0.083,0.287,0.047,14.393,17.425,1,0.0,0.0,1.19,0,0,0,0.0,ALFALFA,3.09,0.09,11.33,0,0.0,11.11,20065.0,2.78,11.05,0,0.0,1,0.0,0.0,0.0,1
rf0156,0.019,0.339,0.029,0.012,-99.0,0.068,13.358,0.123,13.197,17.949,0.048,0.1532,0.038,0.087,0.087,0.167,19.2236,0.089,0.067,14.14,7.61,15.899,14.489,15.487,0.527,1.659,-0.087,12.836,15.267,0.52,0.297,16.15,0.49,0.021,2.709,3.5,1.577,1.389,9.31,-99.0,5787.6,-99.0,0.021,-19.189,2.45,15.099,0.305,0.039,0.032,5787.6,0.017,0.127,0.022,-99.0,16.974,1,0.0,0.0,1.01,0,0,0,0.0,ALFALFA,3.09,0.11,11.57,1,11.68,11.2,20066.0,1.99,11.57,1,1.7,1,10060.0,11.26,11.68,1
rf0157,0.02,0.267,0.032,0.013,0.879,0.074,15.618,0.134,-99.0,19.569,0.052,-1.0253,0.064,0.28,0.669,0.182,19.6157,0.097,-99.0,15.678,3.54,17.809,16.548,17.456,0.425,1.539,0.145,-99.0,17.27,0.56,0.324,8.76,-99.0,0.03,2.489,3.279,1.376,1.217,8.37,-99.0,5840.8,-99.0,0.057,-17.248,2.329,17.134,0.333,0.042,0.06,5840.8,0.085,0.331,0.021,15.339,18.765,1,0.0,0.0,0.16,0,0,0,0.0,GBT,0.66,0.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0158,0.022,0.598,0.034,0.014,0.157,0.078,11.568,0.142,11.836,18.288,0.055,-0.9061,0.028,0.27,-99.0,0.193,19.687,0.103,0.079,12.707,8.65,14.955,-99.0,14.294,0.888,2.11,-0.141,11.964,13.933,0.73,0.343,29.32,0.141,0.023,3.434,4.247,2.211,1.921,10.11,-99.0,5359.1,-99.0,0.023,-20.229,2.923,13.754,0.353,0.045,0.027,5359.1,0.041,0.08,0.02,12.144,16.375,1,0.0,0.0,1.64,0,0,0,0.0,GBT,2.46,0.13,12.24,1,12.41,11.58,20067.0,2.19,12.09,1,2.09,1,10061.0,11.66,12.28,1
rf0160,0.019,0.544,0.03,0.012,0.021,0.069,12.577,0.126,12.718,18.591,0.049,-0.1384,0.022,0.153,0.07,0.171,19.7689,0.091,0.273,13.637,23.14,15.92,14.123,15.321,0.838,2.172,-0.102,12.614,14.993,0.13,0.304,45.73,0.203,0.021,3.396,4.325,2.063,1.768,9.55,-99.0,5316.3,-99.0,0.021,-19.176,3.101,14.705,0.312,0.04,0.041,5325.8,0.039,0.158,0.021,12.925,17.14,1,0.08,1.6,2.65,0,1,1,0.86,S05-AO,1.48,0.32,12.13,1,12.2,11.61,20068.0,2.0,12.13,0,1.91,1,10062.0,11.7,12.2,0
rf0161,0.02,0.761,0.032,0.013,0.054,0.073,11.919,0.133,11.882,20.651,0.052,-0.1137,0.022,0.063,0.024,0.181,19.8209,0.097,0.061,12.84,4.95,15.624,13.382,14.813,1.109,2.561,-0.013,12.188,14.425,0.42,0.322,12.89,0.02,0.021,4.179,5.103,2.726,2.378,10.01,-99.0,5316.3,-99.0,0.021,-19.682,3.486,14.125,0.331,0.042,0.044,5306.8,0.092,0.035,0.021,12.25,17.37,1,0.0,0.0,0.19,1,0,0,0.0,AO,1.21,0.0,12.13,1,12.2,11.61,20068.0,2.0,12.13,0,1.91,1,10062.0,11.7,12.2,0
rf0162,0.02,0.335,0.031,0.013,0.672,0.072,15.756,0.131,-99.0,20.384,0.051,-0.0876,0.113,0.432,0.308,0.179,19.9723,0.095,-99.0,15.956,1.87,18.356,16.944,17.943,0.536,1.749,0.145,-99.0,17.725,0.72,0.318,5.12,-99.0,0.029,2.791,3.65,1.579,1.378,8.19,-99.0,5417.4,-99.0,0.047,-16.596,2.607,17.552,0.326,0.042,0.076,5417.4,0.076,0.203,0.022,15.864,19.366,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0163,0.019,0.333,0.03,0.012,0.898,0.068,14.778,0.124,-99.0,18.84,0.048,0.7222,0.047,1.197,0.328,0.169,19.9946,0.09,-99.0,-99.0,9.93,17.013,16.05,16.622,0.529,1.704,-0.097,-99.0,16.404,0.67,0.3,22.86,-99.0,0.022,2.681,3.506,1.506,1.31,8.55,-99.0,4492.5,-99.0,0.03,-17.505,2.529,16.164,0.308,0.039,0.04,4492.5,0.119,-99.0,0.022,15.089,18.053,0,0.0,0.0,1.25,0,0,0,0.0,ALFALFA,2.85,0.08,10.93,0,0.0,11.01,20330.0,10.59,10.74,0,0.0,1,0.0,0.0,0.0,1
rf0164,0.021,0.566,0.033,0.014,0.426,0.077,11.58,0.14,11.709,18.035,0.055,0.0771,0.024,0.204,0.051,0.191,20.0326,0.102,0.097,12.743,8.1,15.227,13.225,14.574,0.876,2.28,-0.043,12.08,14.236,0.41,0.339,18.7,0.019,0.021,3.563,4.535,2.158,1.849,9.95,-99.0,5676.8,-99.0,0.021,-20.072,3.252,13.966,0.348,0.044,0.047,5676.8,0.02,0.037,0.021,11.701,16.523,1,0.0,0.0,1.26,0,0,0,0.0,ALFALFA,2.38,0.1,12.05,1,11.99,11.46,20069.0,2.18,12.05,0,2.08,1,10063.0,11.55,11.99,0
rf0165,0.021,0.502,0.032,0.013,0.411,0.075,14.202,0.136,14.151,20.378,0.053,-1.1586,0.058,0.703,0.213,0.184,20.2436,0.098,0.322,15.244,5.75,17.19,15.846,16.646,0.734,1.887,0.011,14.691,16.292,0.89,0.328,17.37,0.386,0.04,3.155,3.922,2.002,1.77,8.83,-99.0,5622.4,-99.0,0.022,-17.977,2.654,16.104,0.337,0.043,0.092,5622.4,0.067,0.507,0.027,15.019,18.365,1,0.0,0.0,0.03,1,0,0,0.0,AO,0.31,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0166,0.025,0.653,0.038,0.016,0.134,0.089,10.125,0.161,9.921,16.676,0.063,-0.5443,0.029,0.021,-99.0,0.219,20.3195,0.117,0.061,10.845,21.98,13.331,-99.0,12.612,0.971,2.237,-0.124,10.115,12.214,0.91,0.39,57.77,0.38,0.021,3.607,4.473,2.341,2.023,10.89,-99.0,5320.5,-99.0,0.02,-21.909,3.103,11.95,0.401,0.051,0.045,5320.5,0.016,0.173,0.02,10.388,14.809,1,0.0,0.0,1.63,0,0,0,0.0,GBT,5.11,0.16,12.11,1,12.19,12.4,20070.0,0.0,12.11,0,0.0,1,10064.0,12.46,12.19,0
rf0167,0.019,0.657,0.029,0.012,0.488,0.068,13.344,0.123,13.454,20.345,0.048,0.9431,0.044,0.175,0.843,0.168,20.4522,0.089,0.249,14.245,5.14,16.493,14.179,15.782,0.963,2.185,-0.086,13.531,15.432,0.61,0.298,14.95,0.106,0.021,3.563,4.357,2.341,2.035,9.63,-99.0,5890.9,-99.0,0.024,-18.933,2.979,15.169,0.306,0.039,0.201,5890.9,0.221,0.139,0.021,13.457,17.916,1,0.0,0.0,0.07,1,0,0,0.0,AO,0.5,0.0,11.34,1,11.58,11.18,20071.0,4.55,11.18,1,3.9,1,10065.0,11.37,11.42,1
rf0168,0.029,0.659,0.045,0.019,0.396,0.105,13.881,0.191,14.161,21.622,0.075,-0.486,0.065,0.767,-99.0,0.26,20.5879,0.139,0.122,15.273,7.42,17.327,-99.0,16.629,0.963,2.213,-0.047,-99.0,16.194,0.5,0.462,19.12,-99.0,0.136,3.624,4.454,2.374,2.07,9.17,-99.0,5257.35,-99.0,0.101,-17.889,3.044,16.093,0.474,0.06,0.043,5258.9,0.376,0.457,0.047,14.484,18.989,1,0.0,0.0,0.07,1,0,0,0.0,GBT,0.55,0.0,0.0,1,12.03,0.0,0.0,0.0,0.0,0,0.93,0,10066.0,11.41,12.03,0
rf0169,0.02,0.376,0.032,0.013,0.195,0.074,14.925,0.135,-99.0,19.277,0.053,-0.0965,0.032,0.234,-99.0,0.183,20.6637,0.098,-99.0,15.853,3.36,17.428,-99.0,16.984,0.578,1.721,0.099,-99.0,16.749,0.75,0.326,10.73,-99.0,0.024,2.698,3.476,1.555,1.353,8.83,-99.0,6032.2,-99.0,0.023,-17.79,2.5,16.555,0.334,0.043,0.031,6032.2,0.179,0.522,0.021,15.248,18.468,1,0.0,0.0,1.05,0,0,0,0.0,ALFALFA,2.68,0.08,11.35,0,0.0,11.14,20072.0,4.97,11.35,0,0.0,1,0.0,0.0,0.0,1
rf0170,0.02,0.711,0.031,0.013,0.126,0.071,12.944,0.13,12.582,20.303,0.051,0.7211,0.026,3.124,-99.0,0.176,20.6676,0.094,0.09,13.548,8.61,16.006,-99.0,15.265,1.044,2.327,-0.16,12.756,14.789,0.31,0.313,26.96,0.116,0.133,3.799,4.675,2.516,2.183,9.89,-99.0,5427.4,-99.0,0.076,-19.276,3.203,14.516,0.322,0.041,0.266,5427.4,0.226,0.038,0.123,12.832,17.443,1,0.0,0.0,0.14,1,0,0,0.0,GBT,0.9,0.0,11.74,1,12.11,11.53,20073.0,4.1,11.74,1,3.82,1,10067.0,11.66,12.11,1
rf0171,0.026,0.541,0.04,0.016,0.202,0.093,13.046,0.169,12.227,19.392,0.066,-0.4264,0.508,0.044,-99.0,0.23,20.6917,0.123,0.48,13.497,8.9,15.678,-99.0,14.972,0.77,1.89,0.015,12.39,14.606,0.84,0.408,21.03,0.253,0.021,3.187,3.904,2.067,1.838,9.45,-99.0,5257.35,-99.0,1.012,-19.528,2.607,14.368,0.419,0.053,1.28,5255.8,0.058,0.059,0.123,12.988,16.639,1,0.0,0.0,0.17,1,0,0,0.0,GBT,1.41,0.04,11.97,1,12.03,11.13,20074.0,1.15,11.97,0,0.93,1,10066.0,11.41,12.03,0
rf0172,0.018,0.609,0.028,0.011,0.202,0.064,14.862,0.116,-99.0,21.224,0.045,1.2089,0.029,0.335,0.221,0.158,20.7537,0.084,-99.0,-99.0,7.17,17.765,16.23,17.067,0.877,2.068,0.021,-99.0,16.523,0.34,0.281,18.77,-99.0,0.05,3.37,4.121,2.179,1.911,8.85,-99.0,5360.06,-99.0,0.053,-17.43,2.819,16.51,0.288,0.037,0.049,5343.0,0.31,-99.0,0.047,15.097,18.883,1,0.0,0.0,0.06,0,0,0,0.0,AO,0.23,0.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0173,0.018,0.653,0.029,0.012,0.051,0.067,12.468,0.121,12.548,19.583,0.047,0.7552,0.027,0.45,0.194,0.165,20.855,0.088,0.095,13.56,5.14,16.106,13.838,15.385,0.979,2.349,-0.028,12.949,15.017,0.6,0.293,12.5,0.058,0.021,3.799,4.734,2.428,2.102,9.71,-99.0,5350.0,-99.0,0.022,-19.119,3.285,14.75,0.301,0.038,0.068,5350.0,0.05,0.045,0.022,12.905,17.577,1,0.0,0.0,0.16,1,0,0,0.0,GBT,1.17,0.0,11.74,1,12.11,11.53,20073.0,4.1,11.74,1,3.82,1,10067.0,11.66,12.11,1
rf0174,0.017,0.685,0.027,0.011,0.112,0.061,13.477,0.112,13.917,21.364,0.044,1.2182,0.035,0.43,0.106,0.152,20.8722,0.081,0.247,15.081,8.56,17.202,15.243,16.46,1.003,2.227,-0.062,13.472,16.094,0.3,0.27,21.01,0.497,0.021,3.63,4.422,2.407,2.088,9.33,-99.0,5360.06,-99.0,0.028,-18.04,3.019,15.805,0.277,0.035,0.037,5355.7,0.166,0.112,0.021,14.28,18.662,1,0.01,0.11,0.13,0,1,1,0.1,AO,0.26,0.01,11.49,1,12.36,11.05,20336.0,4.93,11.2,1,4.22,1,10068.0,11.33,12.11,1
rf0175,0.017,0.525,0.026,0.011,-99.0,0.06,14.015,0.109,13.964,20.063,0.043,1.1799,0.027,0.702,0.139,0.148,20.8804,0.079,0.389,15.148,10.22,17.165,15.587,16.575,0.779,1.97,-0.024,14.986,16.288,0.26,0.263,24.99,0.496,0.023,3.204,3.995,2.012,1.758,9.03,-99.0,5360.06,-99.0,0.035,-17.934,2.761,16.022,0.27,0.035,0.048,5381.5,0.067,0.379,0.029,-99.0,18.266,1,0.01,0.33,0.35,0,1,1,0.29,AO,0.42,0.02,0.0,1,12.36,0.0,0.0,0.0,0.0,1,4.22,0,10068.0,11.33,12.11,0
rf0176,0.018,0.449,0.028,0.012,0.211,0.066,12.59,0.119,12.433,18.169,0.047,0.2824,0.023,0.173,0.061,0.162,20.9782,0.087,0.167,13.578,7.34,15.532,13.863,15.02,0.684,1.897,0.044,12.854,14.756,0.41,0.288,20.03,0.212,0.021,3.102,3.949,1.889,1.654,9.59,-99.0,5595.7,-99.0,0.036,-19.581,2.744,14.539,0.296,0.038,0.027,5595.7,0.024,0.105,0.02,12.745,16.757,1,0.07,0.35,0.55,0,1,2,0.07,AO,1.1,0.04,11.75,1,11.69,11.23,20075.0,3.32,11.75,1,3.16,1,10069.0,11.39,11.69,1
rf0177,0.017,0.373,0.027,0.011,0.312,0.062,-99.0,0.112,14.184,19.356,0.044,-0.3114,0.042,-99.0,0.129,0.152,20.9783,0.081,0.313,15.364,3.85,17.193,15.634,16.739,0.577,1.738,-0.122,14.257,16.523,0.53,0.271,7.44,0.234,0.022,2.826,3.635,1.665,1.461,8.81,-99.0,5477.04,-99.0,0.022,-17.853,2.547,16.325,0.278,0.035,0.033,5587.4,0.048,0.073,0.021,15.201,18.297,1,0.0,0.0,0.34,0,0,0,0.0,GBT,0.66,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0178,0.018,0.733,0.028,0.012,0.134,0.066,11.261,0.12,11.288,18.81,0.047,1.0489,0.03,0.073,0.062,0.162,21.062,0.087,0.031,12.216,17.48,14.815,12.734,13.983,1.08,2.394,-0.026,11.308,13.46,0.4,0.289,59.14,0.197,0.032,3.902,4.822,2.588,2.24,10.47,-99.0,5689.5,-99.0,0.03,-20.654,3.315,13.263,0.297,0.038,0.032,5689.5,0.167,0.367,0.021,11.547,16.231,1,0.0,0.0,0.64,0,0,0,0.0,ALFALFA,3.15,0.07,14.1,1,12.29,11.82,20076.0,5.39,14.1,1,4.61,1,10070.0,11.92,12.19,1
rf0179,0.016,0.458,0.025,0.01,0.241,0.059,-99.0,0.107,-99.0,20.266,0.042,-0.3693,0.035,-99.0,0.144,0.145,21.1236,0.077,-99.0,15.811,2.42,18.0,16.33,17.467,0.707,1.969,0.054,-99.0,17.198,0.73,0.258,6.05,-99.0,0.022,3.087,3.96,1.825,1.576,8.55,-99.0,5477.04,-99.0,0.025,-17.034,2.842,17.007,0.265,0.034,0.057,5366.7,0.044,0.137,0.024,15.164,19.089,1,0.0,0.0,0.14,0,0,0,0.0,AO,0.38,0.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0180,0.017,0.282,0.027,0.011,0.087,0.063,13.183,0.114,13.417,17.244,0.044,0.8345,0.022,0.146,0.093,0.155,21.128,0.083,0.279,13.901,5.8,15.688,14.339,15.339,0.451,1.58,-0.056,13.608,15.157,0.56,0.275,12.56,0.174,0.021,2.447,3.242,1.318,1.148,9.09,-99.0,5172.4,-99.0,0.022,-19.086,2.375,15.002,0.283,0.036,0.039,5172.4,0.019,0.086,0.02,13.397,16.58,1,0.0,0.0,1.91,0,0,0,0.0,ALFALFA,2.86,0.1,11.82,1,11.83,11.22,20077.0,4.62,11.81,1,4.16,1,10071.0,11.18,11.79,1
rf0181,0.027,0.409,0.042,0.017,0.404,0.097,13.021,0.177,13.387,19.715,0.069,-1.1765,0.044,0.304,0.43,0.24,21.132,0.128,0.526,14.787,6.96,16.862,15.62,16.365,0.608,1.712,0.079,14.897,16.111,0.87,0.428,20.23,0.181,0.022,2.917,3.675,1.813,1.614,8.99,-99.0,6281.5,-99.0,0.053,-18.528,2.469,15.905,0.439,0.056,0.084,6281.5,0.037,0.168,0.027,14.351,18.033,1,0.0,0.0,0.2,0,0,0,0.0,AO,0.54,0.02,0.0,1,11.92,0.0,0.0,0.0,0.0,1,25.06,0,10072.0,11.17,11.68,0
rf0182,0.027,0.642,0.042,0.017,0.114,0.097,12.763,0.177,13.142,20.093,0.069,-1.1987,0.022,0.097,0.101,0.24,21.1341,0.128,0.435,13.712,6.39,16.432,14.426,15.712,0.96,2.259,0.011,13.418,15.342,0.72,0.428,16.42,0.074,0.021,3.681,4.591,2.382,2.064,9.55,-99.0,5441.17,-99.0,0.021,-18.744,3.169,15.077,0.439,0.056,0.054,5135.4,0.053,0.376,0.021,13.355,17.942,1,0.0,0.0,0.14,1,0,0,0.0,GBT,1.14,0.0,12.45,1,12.65,12.22,20078.0,0.0,12.18,0,0.0,1,10073.0,12.33,12.41,0
rf0183,0.017,0.155,0.027,0.011,0.368,0.062,-99.0,0.112,-99.0,18.885,0.044,1.0368,0.384,-99.0,0.489,0.152,21.2024,0.081,-99.0,-99.0,16.98,17.437,16.099,17.184,0.265,1.347,-0.007,-99.0,17.096,0.14,0.27,35.22,-99.0,0.026,2.153,2.947,1.071,0.961,8.11,-99.0,4823.0,-99.0,0.048,-17.088,2.141,16.906,0.278,0.035,0.033,4823.0,0.027,-99.0,0.025,15.333,18.143,1,0.12,1.25,1.65,0,1,2,0.25,ALFALFA,3.16,0.09,11.14,0,0.0,11.02,20345.0,4.9,10.93,0,0.0,1,0.0,0.0,0.0,1
